IVV,20200401,93000,248.9
IVV,20200401,93100,249.03
IVV,20200401,93200,249.26
IVV,20200401,93300,248.635
IVV,20200401,93400,249.0622
IVV,20200401,93500,248.95
IVV,20200401,93600,249.9
IVV,20200401,93700,250.23
IVV,20200401,93800,250.17
IVV,20200401,93900,249.79
IVV,20200401,94000,249.67
IVV,20200401,94100,249.85
IVV,20200401,94200,250.35
IVV,20200401,94300,250.19
IVV,20200401,94400,250.08
IVV,20200401,94500,249.68
IVV,20200401,94600,249.178
IVV,20200401,94700,249.41
IVV,20200401,94800,249.5889
IVV,20200401,94900,249.84
IVV,20200401,95000,250.12
IVV,20200401,95100,250.03
IVV,20200401,95200,249.74
IVV,20200401,95300,250.207
IVV,20200401,95400,250.2371
IVV,20200401,95500,249.93
IVV,20200401,95600,249.9
IVV,20200401,95700,250.03
IVV,20200401,95800,249.57
IVV,20200401,95900,249.73
IVV,20200401,100000,249.82
IVV,20200401,100100,249.25
IVV,20200401,100200,249.3
IVV,20200401,100300,249.42
IVV,20200401,100400,249.18
IVV,20200401,100500,248.98
IVV,20200401,100600,249.28
IVV,20200401,100700,249.96
IVV,20200401,100800,250.51
IVV,20200401,100900,250.304
IVV,20200401,101000,250.25
IVV,20200401,101100,250.34
IVV,20200401,101200,250.37
IVV,20200401,101300,250.4
IVV,20200401,101400,250.695
IVV,20200401,101500,250.82
IVV,20200401,101600,251.13
IVV,20200401,101700,250.94
IVV,20200401,101800,250.8317
IVV,20200401,101900,250.37
IVV,20200401,102000,250.58
IVV,20200401,102100,250.72
IVV,20200401,102200,250.6582
IVV,20200401,102300,250.62
IVV,20200401,102400,250.06
IVV,20200401,102500,250.06
IVV,20200401,102600,250.17
IVV,20200401,102700,250.25
IVV,20200401,102800,250.09
IVV,20200401,102900,250.17
IVV,20200401,103000,250.05
IVV,20200401,103100,250.65
IVV,20200401,103200,250.74
IVV,20200401,103300,251.0521
IVV,20200401,103400,250.8
IVV,20200401,103500,250.85
IVV,20200401,103600,250.65
IVV,20200401,103700,250.835
IVV,20200401,103800,250.8715
IVV,20200401,103900,250.73
IVV,20200401,104000,250.505
IVV,20200401,104100,250.36
IVV,20200401,104200,250.74
IVV,20200401,104300,250.5247
IVV,20200401,104400,250.64
IVV,20200401,104500,251
IVV,20200401,104600,251.41
IVV,20200401,104700,251.21
IVV,20200401,104800,251.24
IVV,20200401,104900,251.35
IVV,20200401,105000,250.98
IVV,20200401,105100,251.17
IVV,20200401,105200,251.13
IVV,20200401,105300,251.21
IVV,20200401,105400,250.87
IVV,20200401,105500,250.59
IVV,20200401,105600,250.51
IVV,20200401,105700,250.83
IVV,20200401,105800,250.76
IVV,20200401,105900,250.9206
IVV,20200401,110000,251.27
IVV,20200401,110100,251.13
IVV,20200401,110200,250.9
IVV,20200401,110300,251.26
IVV,20200401,110400,251.68
IVV,20200401,110500,251.52
IVV,20200401,110600,251.71
IVV,20200401,110700,251.8
IVV,20200401,110800,251.7451
IVV,20200401,110900,252
IVV,20200401,111000,252.2
IVV,20200401,111100,252.05
IVV,20200401,111200,251.87
IVV,20200401,111300,251.76
IVV,20200401,111400,251.72
IVV,20200401,111500,251.4
IVV,20200401,111600,251.42
IVV,20200401,111700,251.85
IVV,20200401,111800,251.82
IVV,20200401,111900,251.76
IVV,20200401,112000,251.97
IVV,20200401,112100,251.825
IVV,20200401,112200,251.54
IVV,20200401,112300,251.17
IVV,20200401,112400,250.97
IVV,20200401,112500,250.92
IVV,20200401,112600,250.55
IVV,20200401,112700,250.42
IVV,20200401,112800,250.26
IVV,20200401,112900,250.25
IVV,20200401,113000,250.13
IVV,20200401,113100,250.42
IVV,20200401,113200,250.492
IVV,20200401,113300,250.5
IVV,20200401,113400,250.51
IVV,20200401,113500,250.7
IVV,20200401,113600,250.52
IVV,20200401,113700,250.76
IVV,20200401,113800,250.61
IVV,20200401,113900,249.99
IVV,20200401,114000,249.67
IVV,20200401,114100,249.33
IVV,20200401,114200,249.25
IVV,20200401,114300,249.43
IVV,20200401,114400,249.7
IVV,20200401,114500,249.66
IVV,20200401,114600,249.07
IVV,20200401,114700,249.45
IVV,20200401,114800,249.38
IVV,20200401,114900,249.41
IVV,20200401,115000,249.58
IVV,20200401,115100,249.48
IVV,20200401,115200,249.67
IVV,20200401,115300,249.61
IVV,20200401,115400,249.52
IVV,20200401,115500,249.85
IVV,20200401,115600,249.6834
IVV,20200401,115700,249.97
IVV,20200401,115800,249.96
IVV,20200401,115900,249.55
IVV,20200401,120000,249.29
IVV,20200401,120100,249.07
IVV,20200401,120200,248.86
IVV,20200401,120300,249.03
